##Databases: KEGG PATHWAY, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
vasculogenesis	Gene Ontology	GO:0001570	3	71	0.0518880152735	0.353198421187	ENSMUSG00000046470|ENSMUSG00000044562|ENSMUSG00000035458	http://amigo.geneontology.org/amigo/term/GO:0001570
neuronal cell body	Gene Ontology	GO:0043025	12	610	0.0523353708328	0.353198421187	ENSMUSG00000026249|ENSMUSG00000004347|ENSMUSG00000029484|ENSMUSG00000036273|ENSMUSG00000028680|ENSMUSG00000032589|ENSMUSG00000034275|ENSMUSG00000017417|ENSMUSG00000062591|ENSMUSG00000062585|ENSMUSG00000037296|ENSMUSG00000024778	http://amigo.geneontology.org/amigo/term/GO:0043025
positive regulation of I-kappaB kinase/NF-kappaB signaling	Gene Ontology	GO:0043123	4	120	0.0528696228376	0.353198421187	ENSMUSG00000066406|ENSMUSG00000041135|ENSMUSG00000059327|ENSMUSG00000026596	http://amigo.geneontology.org/amigo/term/GO:0043123
pancreas development	Gene Ontology	GO:0031016	2	31	0.0536978374884	0.353198421187	ENSMUSG00000025352|ENSMUSG00000040040	http://amigo.geneontology.org/amigo/term/GO:0031016
positive regulation of apoptotic process	Gene Ontology	GO:0043065	8	354	0.0551191880296	0.353198421187	ENSMUSG00000041135|ENSMUSG00000039145|ENSMUSG00000037049|ENSMUSG00000026389|ENSMUSG00000022010|ENSMUSG00000041801|ENSMUSG00000015337|ENSMUSG00000024778	http://amigo.geneontology.org/amigo/term/GO:0043065
positive regulation of filopodium assembly	Gene Ontology	GO:0051491	2	32	0.0566382664453	0.353198421187	ENSMUSG00000032812|ENSMUSG00000035863	http://amigo.geneontology.org/amigo/term/GO:0051491
tumor necrosis factor receptor binding	Gene Ontology	GO:0005164	2	32	0.0566382664453	0.353198421187	ENSMUSG00000059327|ENSMUSG00000097328	http://amigo.geneontology.org/amigo/term/GO:0005164
positive regulation of extrinsic apoptotic signaling pathway	Gene Ontology	GO:2001238	2	32	0.0566382664453	0.353198421187	ENSMUSG00000004637|ENSMUSG00000097328	http://amigo.geneontology.org/amigo/term/GO:2001238
JNK cascade	Gene Ontology	GO:0007254	2	33	0.0596336552318	0.353198421187	ENSMUSG00000002948|ENSMUSG00000063838	http://amigo.geneontology.org/amigo/term/GO:0007254
roof of mouth development	Gene Ontology	GO:0060021	3	76	0.0607884704832	0.353198421187	ENSMUSG00000032515|ENSMUSG00000025352|ENSMUSG00000020319	http://amigo.geneontology.org/amigo/term/GO:0060021
actin binding	Gene Ontology	GO:0003779	8	363	0.0617821209239	0.353198421187	ENSMUSG00000056770|ENSMUSG00000001964|ENSMUSG00000036273|ENSMUSG00000006574|ENSMUSG00000070462|ENSMUSG00000022438|ENSMUSG00000030470|ENSMUSG00000035458	http://amigo.geneontology.org/amigo/term/GO:0003779
blood coagulation	Gene Ontology	GO:0007596	3	77	0.0626488462871	0.353198421187	ENSMUSG00000006574|ENSMUSG00000056724|ENSMUSG00000026249	http://amigo.geneontology.org/amigo/term/GO:0007596
dynein intermediate chain binding	Gene Ontology	GO:0045505	2	34	0.0626823901248	0.353198421187	ENSMUSG00000019027|ENSMUSG00000003452	http://amigo.geneontology.org/amigo/term/GO:0045505
histone methyltransferase complex	Gene Ontology	GO:0035097	2	34	0.0626823901248	0.353198421187	ENSMUSG00000085645|ENSMUSG00000006307	http://amigo.geneontology.org/amigo/term/GO:0035097
protein-containing complex	Gene Ontology	GO:0032991	15	840	0.0638703639718	0.353198421187	ENSMUSG00000039176|ENSMUSG00000056214|ENSMUSG00000013611|ENSMUSG00000022148|ENSMUSG00000037583|ENSMUSG00000020544|ENSMUSG00000026072|ENSMUSG00000038195|ENSMUSG00000004508|ENSMUSG00000017146|ENSMUSG00000036867|ENSMUSG00000025352|ENSMUSG00000044562|ENSMUSG00000041135|ENSMUSG00000036882	http://amigo.geneontology.org/amigo/term/GO:0032991
negative regulation of neuron differentiation	Gene Ontology	GO:0045665	3	78	0.0645354558762	0.353198421187	ENSMUSG00000025352|ENSMUSG00000036208|ENSMUSG00000037296	http://amigo.geneontology.org/amigo/term/GO:0045665
cellular protein localization	Gene Ontology	GO:0034613	3	78	0.0645354558762	0.353198421187	ENSMUSG00000041658|ENSMUSG00000026596|ENSMUSG00000036273	http://amigo.geneontology.org/amigo/term/GO:0034613
spermatid nucleus elongation	Gene Ontology	GO:0007290	1	5	0.0661164032842	0.353198421187	ENSMUSG00000040040	http://amigo.geneontology.org/amigo/term/GO:0007290
negative regulation of glycogen biosynthetic process	Gene Ontology	GO:0045719	1	5	0.0661164032842	0.353198421187	ENSMUSG00000026274	http://amigo.geneontology.org/amigo/term/GO:0045719
Lsm1-7-Pat1 complex	Gene Ontology	GO:1990726	1	5	0.0661164032842	0.353198421187	ENSMUSG00000037296	http://amigo.geneontology.org/amigo/term/GO:1990726
regulation of mitochondrial depolarization	Gene Ontology	GO:0051900	1	5	0.0661164032842	0.353198421187	ENSMUSG00000036273	http://amigo.geneontology.org/amigo/term/GO:0051900
melanocortin receptor activity	Gene Ontology	GO:0004977	1	5	0.0661164032842	0.353198421187	ENSMUSG00000045569	http://amigo.geneontology.org/amigo/term/GO:0004977
cellular metal ion homeostasis	Gene Ontology	GO:0006875	1	5	0.0661164032842	0.353198421187	ENSMUSG00000037363	http://amigo.geneontology.org/amigo/term/GO:0006875
phospholipase A2 inhibitor activity	Gene Ontology	GO:0019834	1	5	0.0661164032842	0.353198421187	ENSMUSG00000029484	http://amigo.geneontology.org/amigo/term/GO:0019834
regulation of myeloid cell differentiation	Gene Ontology	GO:0045637	1	5	0.0661164032842	0.353198421187	ENSMUSG00000024778	http://amigo.geneontology.org/amigo/term/GO:0045637
exosomal secretion	Gene Ontology	GO:1990182	1	5	0.0661164032842	0.353198421187	ENSMUSG00000026389	http://amigo.geneontology.org/amigo/term/GO:1990182
interleukin-18-mediated signaling pathway	Gene Ontology	GO:0035655	1	5	0.0661164032842	0.353198421187	ENSMUSG00000026070	http://amigo.geneontology.org/amigo/term/GO:0035655
N-acetylgalactosamine 4-O-sulfotransferase activity	Gene Ontology	GO:0001537	1	5	0.0661164032842	0.353198421187	ENSMUSG00000034612	http://amigo.geneontology.org/amigo/term/GO:0001537
B cell mediated immunity	Gene Ontology	GO:0019724	1	5	0.0661164032842	0.353198421187	ENSMUSG00000024778	http://amigo.geneontology.org/amigo/term/GO:0019724
muscle tissue development	Gene Ontology	GO:0060537	1	5	0.0661164032842	0.353198421187	ENSMUSG00000030470	http://amigo.geneontology.org/amigo/term/GO:0060537
urea transmembrane transporter activity	Gene Ontology	GO:0015204	1	5	0.0661164032842	0.353198421187	ENSMUSG00000032204	http://amigo.geneontology.org/amigo/term/GO:0015204
regulation of cytokine biosynthetic process	Gene Ontology	GO:0042035	1	5	0.0661164032842	0.353198421187	ENSMUSG00000027318	http://amigo.geneontology.org/amigo/term/GO:0042035
secretory granule organization	Gene Ontology	GO:0033363	1	5	0.0661164032842	0.353198421187	ENSMUSG00000026249	http://amigo.geneontology.org/amigo/term/GO:0033363
lipoprotein catabolic process	Gene Ontology	GO:0042159	1	5	0.0661164032842	0.353198421187	ENSMUSG00000032193	http://amigo.geneontology.org/amigo/term/GO:0042159
negative regulation of glucokinase activity	Gene Ontology	GO:0033132	1	5	0.0661164032842	0.353198421187	ENSMUSG00000020544	http://amigo.geneontology.org/amigo/term/GO:0033132
cellular response to hyperoxia	Gene Ontology	GO:0071455	1	5	0.0661164032842	0.353198421187	ENSMUSG00000024778	http://amigo.geneontology.org/amigo/term/GO:0071455
Weibel-Palade body	Gene Ontology	GO:0033093	1	5	0.0661164032842	0.353198421187	ENSMUSG00000057530	http://amigo.geneontology.org/amigo/term/GO:0033093
chondroitin sulfate metabolic process	Gene Ontology	GO:0030204	1	5	0.0661164032842	0.353198421187	ENSMUSG00000034612	http://amigo.geneontology.org/amigo/term/GO:0030204
neuron projection arborization	Gene Ontology	GO:0140058	1	5	0.0661164032842	0.353198421187	ENSMUSG00000036273	http://amigo.geneontology.org/amigo/term/GO:0140058
negative regulation of activation-induced cell death of T cells	Gene Ontology	GO:0070236	1	5	0.0661164032842	0.353198421187	ENSMUSG00000031431	http://amigo.geneontology.org/amigo/term/GO:0070236
phosphatidylinositol 3-kinase regulator activity	Gene Ontology	GO:0035014	1	5	0.0661164032842	0.353198421187	ENSMUSG00000058486	http://amigo.geneontology.org/amigo/term/GO:0035014
folic acid transmembrane transporter activity	Gene Ontology	GO:0008517	1	5	0.0661164032842	0.353198421187	ENSMUSG00000022299	http://amigo.geneontology.org/amigo/term/GO:0008517
rDNA heterochromatin	Gene Ontology	GO:0033553	1	5	0.0661164032842	0.353198421187	ENSMUSG00000030888	http://amigo.geneontology.org/amigo/term/GO:0033553
regulation of chemokine production	Gene Ontology	GO:0032642	1	5	0.0661164032842	0.353198421187	ENSMUSG00000037872	http://amigo.geneontology.org/amigo/term/GO:0032642
cytoskeleton-nuclear membrane anchor activity	Gene Ontology	GO:0140444	1	5	0.0661164032842	0.353198421187	ENSMUSG00000054150	http://amigo.geneontology.org/amigo/term/GO:0140444
negative regulation of SMAD protein complex assembly	Gene Ontology	GO:0010991	1	5	0.0661164032842	0.353198421187	ENSMUSG00000036867	http://amigo.geneontology.org/amigo/term/GO:0010991
regulation of cilium beat frequency	Gene Ontology	GO:0003356	1	5	0.0661164032842	0.353198421187	ENSMUSG00000039963	http://amigo.geneontology.org/amigo/term/GO:0003356
fibroblast growth factor-activated receptor activity	Gene Ontology	GO:0005007	1	5	0.0661164032842	0.353198421187	ENSMUSG00000054252	http://amigo.geneontology.org/amigo/term/GO:0005007
cardiac vascular smooth muscle cell development	Gene Ontology	GO:0060948	1	5	0.0661164032842	0.353198421187	ENSMUSG00000036867	http://amigo.geneontology.org/amigo/term/GO:0060948
lymphatic endothelial cell differentiation	Gene Ontology	GO:0060836	1	5	0.0661164032842	0.353198421187	ENSMUSG00000046470	http://amigo.geneontology.org/amigo/term/GO:0060836
viral translational termination-reinitiation	Gene Ontology	GO:0075525	1	5	0.0661164032842	0.353198421187	ENSMUSG00000056076	http://amigo.geneontology.org/amigo/term/GO:0075525
interleukin-1 binding	Gene Ontology	GO:0019966	1	5	0.0661164032842	0.353198421187	ENSMUSG00000026072	http://amigo.geneontology.org/amigo/term/GO:0019966
negative regulation of IRE1-mediated unfolded protein response	Gene Ontology	GO:1903895	1	5	0.0661164032842	0.353198421187	ENSMUSG00000079737	http://amigo.geneontology.org/amigo/term/GO:1903895
type I activin receptor binding	Gene Ontology	GO:0070698	1	5	0.0661164032842	0.353198421187	ENSMUSG00000036867	http://amigo.geneontology.org/amigo/term/GO:0070698
fructose-2,6-bisphosphate 2-phosphatase activity	Gene Ontology	GO:0004331	1	5	0.0661164032842	0.353198421187	ENSMUSG00000025648	http://amigo.geneontology.org/amigo/term/GO:0004331
stereocilium base	Gene Ontology	GO:0120044	1	5	0.0661164032842	0.353198421187	ENSMUSG00000048707	http://amigo.geneontology.org/amigo/term/GO:0120044
CD95 death-inducing signaling complex	Gene Ontology	GO:0031265	1	5	0.0661164032842	0.353198421187	ENSMUSG00000024778	http://amigo.geneontology.org/amigo/term/GO:0031265
trigeminal nerve structural organization	Gene Ontology	GO:0021637	1	5	0.0661164032842	0.353198421187	ENSMUSG00000031398	http://amigo.geneontology.org/amigo/term/GO:0021637
cytoskeleton of presynaptic active zone	Gene Ontology	GO:0048788	1	5	0.0661164032842	0.353198421187	ENSMUSG00000032589	http://amigo.geneontology.org/amigo/term/GO:0048788
cellular response to indole-3-methanol	Gene Ontology	GO:0071681	1	5	0.0661164032842	0.353198421187	ENSMUSG00000017146	http://amigo.geneontology.org/amigo/term/GO:0071681
U4 snRNA binding	Gene Ontology	GO:0030621	1	5	0.0661164032842	0.353198421187	ENSMUSG00000037275	http://amigo.geneontology.org/amigo/term/GO:0030621
cellular aromatic compound metabolic process	Gene Ontology	GO:0006725	1	5	0.0661164032842	0.353198421187	ENSMUSG00000028713	http://amigo.geneontology.org/amigo/term/GO:0006725
N-acylsphingosine amidohydrolase activity	Gene Ontology	GO:0017040	1	5	0.0661164032842	0.353198421187	ENSMUSG00000030760	http://amigo.geneontology.org/amigo/term/GO:0017040
negative regulation of action potential	Gene Ontology	GO:0045759	1	5	0.0661164032842	0.353198421187	ENSMUSG00000062585	http://amigo.geneontology.org/amigo/term/GO:0045759
protein retention in Golgi apparatus	Gene Ontology	GO:0045053	1	5	0.0661164032842	0.353198421187	ENSMUSG00000035284	http://amigo.geneontology.org/amigo/term/GO:0045053
regulation of endocytic recycling	Gene Ontology	GO:2001135	1	5	0.0661164032842	0.353198421187	ENSMUSG00000036564	http://amigo.geneontology.org/amigo/term/GO:2001135
nuclear meiotic cohesin complex	Gene Ontology	GO:0034991	1	5	0.0661164032842	0.353198421187	ENSMUSG00000036928	http://amigo.geneontology.org/amigo/term/GO:0034991
positive regulation of toll-like receptor signaling pathway	Gene Ontology	GO:0034123	1	5	0.0661164032842	0.353198421187	ENSMUSG00000025017	http://amigo.geneontology.org/amigo/term/GO:0034123
glycerol transport	Gene Ontology	GO:0015793	1	5	0.0661164032842	0.353198421187	ENSMUSG00000032204	http://amigo.geneontology.org/amigo/term/GO:0015793
positive regulation of apoptotic DNA fragmentation	Gene Ontology	GO:1902512	1	5	0.0661164032842	0.353198421187	ENSMUSG00000015337	http://amigo.geneontology.org/amigo/term/GO:1902512
tryptophan catabolic process to kynurenine	Gene Ontology	GO:0019441	1	5	0.0661164032842	0.353198421187	ENSMUSG00000017718	http://amigo.geneontology.org/amigo/term/GO:0019441
sorting endosome	Gene Ontology	GO:0097443	1	5	0.0661164032842	0.353198421187	ENSMUSG00000032193	http://amigo.geneontology.org/amigo/term/GO:0097443
response to mercury ion	Gene Ontology	GO:0046689	1	5	0.0661164032842	0.353198421187	ENSMUSG00000032204	http://amigo.geneontology.org/amigo/term/GO:0046689
determination of pancreatic left/right asymmetry	Gene Ontology	GO:0035469	1	5	0.0661164032842	0.353198421187	ENSMUSG00000039963	http://amigo.geneontology.org/amigo/term/GO:0035469
regulation of neuron maturation	Gene Ontology	GO:0014041	1	5	0.0661164032842	0.353198421187	ENSMUSG00000036273	http://amigo.geneontology.org/amigo/term/GO:0014041
outer acrosomal membrane	Gene Ontology	GO:0002081	1	5	0.0661164032842	0.353198421187	ENSMUSG00000040040	http://amigo.geneontology.org/amigo/term/GO:0002081
activation of protein kinase C activity	Gene Ontology	GO:1990051	1	5	0.0661164032842	0.353198421187	ENSMUSG00000022901	http://amigo.geneontology.org/amigo/term/GO:1990051
coronary vasculature morphogenesis	Gene Ontology	GO:0060977	1	5	0.0661164032842	0.353198421187	ENSMUSG00000036867	http://amigo.geneontology.org/amigo/term/GO:0060977
negative regulation of amyloid fibril formation	Gene Ontology	GO:1905907	1	5	0.0661164032842	0.353198421187	ENSMUSG00000032193	http://amigo.geneontology.org/amigo/term/GO:1905907
toll-like receptor 7 signaling pathway	Gene Ontology	GO:0034154	1	5	0.0661164032842	0.353198421187	ENSMUSG00000025017	http://amigo.geneontology.org/amigo/term/GO:0034154
histone H3-K4 dimethylation	Gene Ontology	GO:0044648	1	5	0.0661164032842	0.353198421187	ENSMUSG00000006307	http://amigo.geneontology.org/amigo/term/GO:0044648
apical constriction	Gene Ontology	GO:0003383	1	5	0.0661164032842	0.353198421187	ENSMUSG00000021182	http://amigo.geneontology.org/amigo/term/GO:0003383
nucleic acid binding	Gene Ontology	GO:0003676	15	845	0.0664171198617	0.353198421187	ENSMUSG00000022708|ENSMUSG00000066721|ENSMUSG00000039759|ENSMUSG00000046658|ENSMUSG00000000568|ENSMUSG00000053178|ENSMUSG00000024268|ENSMUSG00000050064|ENSMUSG00000056076|ENSMUSG00000049532|ENSMUSG00000007216|ENSMUSG00000038784|ENSMUSG00000034329|ENSMUSG00000024137|ENSMUSG00000015337	http://amigo.geneontology.org/amigo/term/GO:0003676
integrin-mediated signaling pathway	Gene Ontology	GO:0007229	3	79	0.0664480628664	0.353198421187	ENSMUSG00000004508|ENSMUSG00000022148|ENSMUSG00000030830	http://amigo.geneontology.org/amigo/term/GO:0007229
protein-containing complex binding	Gene Ontology	GO:0044877	12	636	0.0667897162294	0.353198421187	ENSMUSG00000030830|ENSMUSG00000037583|ENSMUSG00000069917|ENSMUSG00000036273|ENSMUSG00000006574|ENSMUSG00000052305|ENSMUSG00000049532|ENSMUSG00000050357|ENSMUSG00000069919|ENSMUSG00000022148|ENSMUSG00000024778|ENSMUSG00000073940	http://amigo.geneontology.org/amigo/term/GO:0044877
centrosome	Gene Ontology	GO:0005813	10	501	0.067204371137	0.353198421187	ENSMUSG00000039158|ENSMUSG00000040040|ENSMUSG00000023764|ENSMUSG00000048038|ENSMUSG00000021572|ENSMUSG00000003452|ENSMUSG00000021182|ENSMUSG00000028680|ENSMUSG00000038170|ENSMUSG00000017146	http://amigo.geneontology.org/amigo/term/GO:0005813
cardiac muscle cell differentiation	Gene Ontology	GO:0055007	2	36	0.0689335893426	0.353198421187	ENSMUSG00000040040|ENSMUSG00000066406	http://amigo.geneontology.org/amigo/term/GO:0055007
homologous chromosome pairing at meiosis	Gene Ontology	GO:0007129	2	36	0.0689335893426	0.353198421187	ENSMUSG00000036928|ENSMUSG00000034329	http://amigo.geneontology.org/amigo/term/GO:0007129
protein monoubiquitination	Gene Ontology	GO:0006513	2	36	0.0689335893426	0.353198421187	ENSMUSG00000018733|ENSMUSG00000022517	http://amigo.geneontology.org/amigo/term/GO:0006513
regulation of inflammatory response	Gene Ontology	GO:0050727	3	81	0.0703503002324	0.353198421187	ENSMUSG00000039158|ENSMUSG00000025017|ENSMUSG00000026072	http://amigo.geneontology.org/amigo/term/GO:0050727
positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway	Gene Ontology	GO:0051482	2	37	0.0721329708746	0.353198421187	ENSMUSG00000054293|ENSMUSG00000050350	http://amigo.geneontology.org/amigo/term/GO:0051482
platelet-derived growth factor receptor signaling pathway	Gene Ontology	GO:0048008	2	37	0.0721329708746	0.353198421187	ENSMUSG00000032515|ENSMUSG00000026596	http://amigo.geneontology.org/amigo/term/GO:0048008
excitatory postsynaptic potential	Gene Ontology	GO:0060079	2	37	0.0721329708746	0.353198421187	ENSMUSG00000017314|ENSMUSG00000036273	http://amigo.geneontology.org/amigo/term/GO:0060079
regulation of GTPase activity	Gene Ontology	GO:0043087	3	82	0.072339435185	0.353198421187	ENSMUSG00000031398|ENSMUSG00000044562|ENSMUSG00000009621	http://amigo.geneontology.org/amigo/term/GO:0043087
negative regulation of endopeptidase activity	Gene Ontology	GO:0010951	3	83	0.0743535770974	0.353198421187	ENSMUSG00000020044|ENSMUSG00000066363|ENSMUSG00000026249	http://amigo.geneontology.org/amigo/term/GO:0010951
peroxisomal membrane	Gene Ontology	GO:0005778	2	38	0.0753795320409	0.353198421187	ENSMUSG00000018733|ENSMUSG00000029047	http://amigo.geneontology.org/amigo/term/GO:0005778
iron ion homeostasis	Gene Ontology	GO:0055072	2	38	0.0753795320409	0.353198421187	ENSMUSG00000026389|ENSMUSG00000023216	http://amigo.geneontology.org/amigo/term/GO:0055072
nuclear body	Gene Ontology	GO:0016604	7	316	0.0759797402846	0.353198421187	ENSMUSG00000022708|ENSMUSG00000037275|ENSMUSG00000027300|ENSMUSG00000017146|ENSMUSG00000036867|ENSMUSG00000039989|ENSMUSG00000024778	http://amigo.geneontology.org/amigo/term/GO:0016604
protein localization to chromosome	Gene Ontology	GO:0034502	1	6	0.0767042314751	0.353198421187	ENSMUSG00000036928	http://amigo.geneontology.org/amigo/term/GO:0034502
lysine N-acetyltransferase activity, acting on acetyl phosphate as donor	Gene Ontology	GO:0004468	1	6	0.0767042314751	0.353198421187	ENSMUSG00000057103	http://amigo.geneontology.org/amigo/term/GO:0004468
branchiomotor neuron axon guidance	Gene Ontology	GO:0021785	1	6	0.0767042314751	0.353198421187	ENSMUSG00000031398	http://amigo.geneontology.org/amigo/term/GO:0021785
auditory behavior	Gene Ontology	GO:0031223	1	6	0.0767042314751	0.353198421187	ENSMUSG00000026596	http://amigo.geneontology.org/amigo/term/GO:0031223
